Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Gross profit,Partners,Sifra,Continent
2006,Camping Equipment,Tents,Star Dome,Web,Switzerland,511342.1,532428.02,323928,818,187414.1,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Dome,Web,Austria,401126.57,421125.83,256212,647,144914.57,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Dome,Web,Italy,977707.53,1018642.85,619740,1565,357967.53,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Dome,Web,Spain,1056270.61,1101956.77,670428,1693,385842.61,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Dome,Mail,Canada,100270.05,103491.51,62964,159,37306.05,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Dome,Mail,Japan,134181.95,141243.13,85932,217,48249.95,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Dome,Mail,Germany,66163.45,69645.23,42372,107,23791.45,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Dome,E-mail,Canada,43284.5,45562.3,27720,70,15564.5,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Dome,E-mail,Japan,41006.07,41006.07,24948,63,16058.07,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Dome,E-mail,Sweden,53178.1,55976.54,34056,86,19122.1,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Dome,E-mail,Germany,134800.3,141894.02,86328,218,48472.3,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Dome,E-mail,Italy,224461.05,236273.07,143748,363,80713.05,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Dome,Fax,United States,171901.3,180947.42,110088,278,61813.3,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Dome,Fax,Belgium,61216.65,64438.11,39204,99,22012.65,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Telephone,United States,432127.3,454870.02,306597.17,781,125530.13,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Telephone,Canada,1256544.3,1322675.82,891526.47,2271,365017.83,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Telephone,Australia,164330.1,172978.74,116593.29,297,47736.81,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 2,Telephone,Sweden,93507.7,98428.98,66344.33,169,27163.37,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Telephone,France,247878.4,260924.16,175871.36,448,72007.04,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,United States,391736.4,412353.36,277939.56,708,113796.84,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,Canada,176502.7,185791.98,125229.83,319,51272.87,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,Mexico,186462.1,196275.54,132296.09,337,54166.01,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,Japan,186462.1,196275.54,132296.09,337,54166.01,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,China,284949.5,299946.3,202173.55,515,82775.95,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,Australia,172076.3,181132.62,122089.27,311,49987.03,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,Netherlands,148284.4,156088.56,105208.76,268,43075.64,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,Sweden,173736.2,182879.88,123266.98,314,50469.22,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,France,468645.1,493309.74,332506.79,847,136138.31,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,United Kingdom,132238.7,139198.38,93824.23,239,38414.47,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,Switzerland,316487.6,333144.24,224550.04,572,91937.56,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Sales visit,Austria,76908.7,80956.38,54567.23,139,22341.47,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,United States,6616361.4,6964578.36,4694352.06,11958,1922009.34,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Web,Canada,1601250.2,1685523.48,1136097.58,2894,465152.62,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Web,Mexico,1886199.7,1985469.78,1338271.13,3409,547928.57,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Web,Brazil,1319067.2,1388489.28,935886.88,2384,383180.32,American Retail Store,19009,South America
2006,Camping Equipment,Tents,Star Gazer 2,Web,Japan,2810764,2958693.6,1994255.6,5080,816508.4,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,Web,Korea,2365357.5,2489845.5,1678236.75,4275,687120.75,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,Web,China,2970114.4,3126430.56,2107315.76,5368,862798.64,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,Web,Singapore,2125225.3,2237075.22,1507861.37,3841,617363.93,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,Web,Australia,1471778,1549237.2,1044236.2,2660,427541.8,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 2,Web,Netherlands,1667646.2,1755413.88,1183205.98,3014,484440.22,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Sweden,370157.7,389638.98,262629.33,669,107528.37,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Finland,2026737.9,2133404.46,1437983.91,3663,588753.99,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Denmark,499629.9,525925.26,354490.71,903,145139.19,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,France,1749534.6,1841612.04,1241306.34,3162,508228.26,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Germany,2088707.5,2198635.5,1481951.75,3775,606755.75,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,United Kingdom,2397448.9,2523625.86,1701005.81,4333,696443.09,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Belgium,1123752.3,1182895.02,797309.67,2031,326442.63,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Switzerland,811691.1,854410.14,575900.19,1467,235790.91,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Austria,956655.7,1007004.18,678753.53,1729,277902.17,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Italy,1825890,1921986,1295481,3300,530409,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Web,Spain,1746768.1,1838699.94,1239343.49,3157,507424.61,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Special,Singapore,141644.8,149099.52,100497.92,256,41146.88,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,Mail,Japan,306528.2,322660.68,217483.78,554,89044.42,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,E-mail,Japan,271670.3,285968.22,192751.87,491,78918.43,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 2,E-mail,Germany,406122.2,427496.28,288146.38,734,117975.82,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,E-mail,Italy,155477.3,163660.02,110312.17,281,45165.13,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 2,Fax,United States,198081.4,208506.36,140540.06,358,57541.34,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 2,Fax,Belgium,76355.4,80373.96,54174.66,138,22180.74,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Telephone,United States,33226.18,34975.05,21338,47,11888.18,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Telephone,Canada,67866.24,71438.4,43584,96,24282.24,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Telephone,Japan,74935.64,78879.9,48124,106,26811.64,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 3,Telephone,Korea,82005.04,86321.4,52664,116,29341.04,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 3,Telephone,Australia,93316.08,98227.8,59928,132,33388.08,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 3,Telephone,Sweden,227634.68,239616.3,146188,322,81446.68,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Telephone,Germany,65038.48,68461.8,41768,92,23270.48,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,United States,402955.8,424165.5,258780,570,144175.8,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Canada,348521.42,366865.95,223822,493,124699.42,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Mexico,224806.92,236639.7,144372,318,80434.92,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Japan,63624.6,66973.5,40860,90,22764.6,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Australia,84125.86,88553.85,54026,119,30099.86,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Netherlands,269344.14,283521.15,172974,381,96370.14,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Sweden,164717.02,173386.95,105782,233,58935.02,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,France,161182.32,169666.2,103512,228,57670.32,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Belgium,132904.72,139900.2,85352,188,47552.72,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Switzerland,147043.52,154783.2,94432,208,52611.52,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Austria,189459.92,199432.2,121672,268,67787.92,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Sales visit,Spain,94023.02,98971.95,60382,133,33641.02,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,United States,3792733.1,3992364.75,2435710,5365,1357023.1,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Web,Canada,1083032.08,1140037.8,695528,1532,387504.08,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Web,Mexico,1041322.62,1096132.95,668742,1473,372580.62,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Web,Brazil,745821.7,785078.25,478970,1055,266851.7,American Retail Store,19009,South America
2006,Camping Equipment,Tents,Star Gazer 3,Web,Japan,1834509.3,1931069.25,1178130,2595,656379.3,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 3,Web,Korea,1031425.46,1085714.85,662386,1459,369039.46,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 3,Web,China,1845113.4,1942231.5,1184940,2610,660173.4,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 3,Web,Singapore,1286630.8,1354353,826280,1820,460350.8,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 3,Web,Australia,738045.36,776892.6,473976,1044,264069.36,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 3,Web,Netherlands,772685.42,813355.95,496222,1093,276463.42,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Sweden,112403.46,118319.85,72186,159,40217.46,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Finland,1146656.68,1207011.3,736388,1622,410268.68,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Denmark,161889.26,170410.35,103966,229,57923.26,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,France,1237145,1302262.5,794500,1750,442645,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Germany,1106361.1,1164594.75,710510,1565,395851.1,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,United Kingdom,1471849.08,1549320.3,945228,2082,526621.08,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Belgium,547171.56,575972.1,351396,774,195775.56,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Switzerland,492030.24,517928.4,315984,696,176046.24,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Austria,387403.12,407794.2,248792,548,138611.12,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Italy,1027183.82,1081249.95,659662,1453,367521.82,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Web,Spain,891451.34,938373.15,572494,1261,318957.34,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Mail,Japan,53727.44,56555.4,34504,76,19223.44,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 3,Mail,Germany,72107.88,75903.3,46308,102,25799.88,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,E-mail,Canada,215616.7,226965.75,138470,305,77146.7,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,E-mail,Australia,110989.58,116831.55,71278,157,39711.58,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 3,E-mail,Germany,171079.48,180084.3,109868,242,61211.48,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,E-mail,Italy,94023.02,98971.95,60382,133,33641.02,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 3,Fax,United States,101799.36,107157.6,65376,144,36423.36,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 3,Fax,Korea,229048.56,241104.6,147096,324,81952.56,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,Telephone,United States,9150.68,9150.68,5390,11,3760.68,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Telephone,Canada,7486.92,7486.92,4410,9,3076.92,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Telephone,Korea,32401.89,34107.08,20090,41,12311.89,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,Telephone,Australia,168373.2,175526.68,103390,211,64983.2,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 6,Telephone,Sweden,18367.8,19133.24,11270,23,7097.8,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Telephone,France,49987.71,52408.44,30870,63,19117.71,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Telephone,Spain,58481.46,61559.12,36260,74,22221.46,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,United States,101198.55,104816.88,61740,126,39458.55,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,Canada,28450.44,29947.68,17640,36,10810.44,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,Mexico,42675.66,44921.52,26460,54,16215.66,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,Singapore,56651.18,58231.6,34300,70,22351.18,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,Netherlands,78862.56,82356.12,48510,99,30352.56,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,Sweden,67964.94,71541.68,42140,86,25824.94,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,France,19965,20797,12250,25,7715,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,United Kingdom,48415.44,50744.68,29890,61,18525.44,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,Belgium,4991.28,4991.28,2940,6,2051.28,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,Switzerland,86939.83,90674.92,53410,109,33529.83,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Sales visit,Austria,97570.76,100657.48,59290,121,38280.76,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,United States,1581243.79,1653777.44,974120,1988,607123.79,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Web,Canada,578092.3,606440.52,357210,729,220882.3,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Web,Mexico,444225.92,465020.92,273910,559,170315.92,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Web,Brazil,296042.21,309459.36,182280,372,113762.21,American Retail Store,19009,South America
2006,Camping Equipment,Tents,Star Gazer 6,Web,Japan,733288.44,766993.36,451780,922,281508.44,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,Web,Korea,504828.63,528243.8,311150,635,193678.63,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,Web,China,738005.69,772816.52,455210,929,282795.69,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,Web,Singapore,456413.15,479162.88,282240,576,174173.15,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,Web,Australia,241720.35,253723.4,149450,305,92270.35,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Gazer 6,Web,Netherlands,352427.59,369354.72,217560,444,134867.59,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Sweden,22918.41,24124.52,14210,29,8708.41,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Finland,455988.58,477499.12,281260,574,174728.58,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Denmark,150945.03,157225.32,92610,189,58335.03,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,France,457992.68,477499.12,281260,574,176732.68,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Germany,503812.73,525748.16,309680,632,194132.73,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,United Kingdom,536488.83,559023.36,329280,672,207208.83,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Belgium,268206.56,279511.68,164640,336,103566.56,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Switzerland,170901.56,178022.32,104860,214,66041.56,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Austria,140653.96,146410.88,86240,176,54413.96,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Italy,444142.74,465020.92,273910,559,170232.74,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Web,Spain,311972.82,326096.96,192080,392,119892.82,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Mail,Japan,51368.85,54072.2,31850,65,19518.85,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,E-mail,Canada,54530.01,57399.72,33810,69,20720.01,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,E-mail,Japan,25289.28,26620.16,15680,32,9609.28,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Gazer 6,E-mail,Germany,62640.66,65718.52,38710,79,23930.66,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Fax,United States,37367.92,38266.48,22540,46,14827.92,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Gazer 6,Fax,France,29240.73,30779.56,18130,37,11110.73,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Gazer 6,Fax,Spain,34772.76,36602.72,21560,44,13212.76,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Telephone,United States,4323.76,4544.36,2206,2206,2117.76,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,Telephone,Canada,6566,6901,3350,3350,3216,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,Telephone,Korea,4322.34,4496.98,2183,2183,2139.34,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Peg,Telephone,Australia,9727.06,10172.28,4938,4938,4789.06,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Peg,Telephone,Sweden,6206.02,6363.34,3089,3089,3117.02,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Telephone,France,2167.46,2210.38,1073,1073,1094.46,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Telephone,Germany,3414,3516.42,1707,1707,1707,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Sales visit,United States,20920.98,21941.06,10651,10651,10269.98,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,Sales visit,Canada,6576,6773.28,3288,3288,3288,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,Sales visit,Mexico,6052.48,6361.28,3088,3088,2964.48,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,Sales visit,Netherlands,12670.02,13181.94,6399,6399,6271.02,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Sales visit,Sweden,2815.88,2871.64,1394,1394,1421.88,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Sales visit,Denmark,2949.2,3007.6,1460,1460,1489.2,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Sales visit,France,8349.24,8695.26,4221,4221,4128.24,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Sales visit,Belgium,2894.66,2951.98,1433,1433,1461.66,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Sales visit,Switzerland,14075.44,14506.52,7042,7042,7033.44,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Sales visit,Austria,7576.38,7757.96,3766,3766,3810.38,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Sales visit,Spain,4656.96,4845.12,2352,2352,2304.96,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,United States,180853.42,188838.14,91669,91669,89184.42,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,Web,Canada,61555.34,63824.98,30983,30983,30572.34,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,Web,Mexico,55719.8,58285.64,28294,28294,27425.8,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,Web,Brazil,37744.08,38765.08,18818,18818,18926.08,American Retail Store,19009,South America
2006,Camping Equipment,Tents,Star Peg,Web,Japan,88892.6,92300.36,44806,44806,44086.6,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Peg,Web,Korea,55539.28,58322.72,28312,28312,27227.28,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Peg,Web,China,90269.76,94875.36,46056,46056,44213.76,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Peg,Web,Singapore,62907.16,65973.56,32026,32026,30881.16,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Peg,Web,Australia,40982.74,42526.64,20644,20644,20338.74,Abc Shoji K.K.,15904,Oceania
2006,Camping Equipment,Tents,Star Peg,Web,Netherlands,38070.54,39584.96,19216,19216,18854.54,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Sweden,6002.86,6153.22,2987,2987,3015.86,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Finland,56670.74,59152.9,28715,28715,27955.74,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Denmark,15696.8,16257.52,7892,7892,7804.8,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,France,59076.8,60873,29550,29550,29526.8,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Germany,53687.24,55471.68,26928,26928,26759.24,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,United Kingdom,74128.28,76664.96,37216,37216,36912.28,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Belgium,28676.16,29344.7,14245,14245,14431.16,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Switzerland,17949.08,18377.26,8921,8921,9028.08,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Austria,21874.58,22307.74,10829,10829,11045.58,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Italy,36703.06,38237.72,18562,18562,18141.06,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Web,Spain,45579.14,47303.78,22963,22963,22616.14,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Mail,Japan,7844.94,8101.98,3933,3933,3911.94,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Peg,E-mail,Canada,10822,11146.66,5411,5411,5411,American Retail Store,19009,North America
2006,Camping Equipment,Tents,Star Peg,E-mail,Japan,3642,3751.26,1821,1821,1821,Abc Shoji K.K.,15904,Asia
2006,Camping Equipment,Tents,Star Peg,E-mail,Germany,13476.92,13736.08,6668,6668,6808.92,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,E-mail,Italy,18742.42,19555.58,9493,9493,9249.42,Abc Shoji K.K.,15904,Europe
2006,Camping Equipment,Tents,Star Peg,Fax,United States,6999.72,7265.62,3527,3527,3472.72,American Retail Store,19009,North America
